product_id,date,sales_amount,store_id
PROD_086,2024-05-08,100.99,STORE_12
PROD_066,2024-02-24,218.14,STORE_08
PROD_006,2024-05-24,157.75,STORE_08
PROD_022,2024-07-14,430.04,STORE_20
PROD_022,2024-01-13,335.3,STORE_10
PROD_025,2024-05-31,127.84,STORE_19
PROD_056,2024-08-12,213.27,STORE_03
PROD_009,2024-08-20,126.86,STORE_15
PROD_042,2024-09-29,359.23,STORE_08
PROD_070,2024-11-09,350.1,STORE_15
PROD_051,2024-08-24,421.72,STORE_02
PROD_033,2024-08-08,274.54,STORE_06
PROD_038,2024-03-06,471.12,STORE_19
PROD_094,2024-10-03,483.84,STORE_18
PROD_037,2024-09-08,408.86,STORE_17
PROD_048,2024-06-18,299.03,STORE_10
PROD_096,2024-08-26,141.7,STORE_02
PROD_045,2024-07-01,138.9,STORE_08
PROD_031,2024-10-03,489.21,STORE_09
PROD_076,2024-05-09,180.03,STORE_14
PROD_067,2024-01-01,495.36,STORE_07
PROD_011,2024-01-11,20.64,STORE_08
PROD_097,2024-05-22,106.72,STORE_15
PROD_014,2024-09-21,320.07,STORE_17
PROD_037,2024-01-03,357.71,STORE_10
PROD_061,2024-04-22,301.81,STORE_02
PROD_078,2024-10-31,198.45,STORE_02
PROD_079,2024-01-31,60.45,STORE_01
PROD_068,2024-10-28,28.76,STORE_14
PROD_071,2024-05-09,137.51,STORE_10
PROD_040,2024-06-20,181.43,STORE_09
PROD_065,2024-03-29,187.44,STORE_03
PROD_010,2024-08-04,93.8,STORE_01
PROD_081,2024-09-01,207.41,STORE_06
PROD_011,2024-06-15,413.39,STORE_03
PROD_087,2024-06-18,79.12,STORE_17
PROD_066,2024-01-12,242.92,STORE_14
PROD_095,2024-12-06,21.88,STORE_09
PROD_066,2024-04-26,230.72,STORE_17
PROD_073,2024-09-01,299.75,STORE_04
PROD_030,2024-08-06,29.96,STORE_20
PROD_039,2024-10-22,383.95,STORE_01
PROD_005,2024-07-21,307.7,STORE_19
PROD_066,2024-04-10,230.97,STORE_20
PROD_082,2024-02-05,152.39,STORE_03
PROD_002,2024-04-12,462.93,STORE_07
PROD_039,2024-06-25,45.11,STORE_08
PROD_069,2024-01-16,476.44,STORE_17
PROD_097,2024-06-09,100.11,STORE_04
PROD_065,2024-03-02,181.9,STORE_12
PROD_094,2024-12-01,245.05,STORE_11
PROD_056,2024-01-28,338.42,STORE_15
PROD_089,2024-06-11,432.95,STORE_16
PROD_059,2024-04-03,496.0,STORE_05
PROD_093,2024-04-02,284.75,STORE_06
PROD_052,2024-06-10,454.17,STORE_17
PROD_055,2024-10-19,193.62,STORE_07
PROD_072,2024-12-20,372.13,STORE_18
PROD_069,2024-06-20,498.91,STORE_14
PROD_062,2024-10-01,451.99,STORE_18
PROD_067,2024-07-11,357.0,STORE_19
PROD_003,2024-01-22,348.97,STORE_04
PROD_085,2024-08-13,142.08,STORE_13
PROD_057,2024-10-30,86.91,STORE_17
PROD_002,2024-08-31,274.65,STORE_01
PROD_085,2024-10-28,392.18,STORE_03
PROD_093,2024-04-29,374.36,STORE_12
PROD_054,2024-05-04,29.98,STORE_02
PROD_090,2024-12-28,35.16,STORE_03
PROD_044,2024-10-02,124.22,STORE_02
PROD_059,2024-09-04,240.38,STORE_17
PROD_036,2024-02-01,387.14,STORE_03
PROD_093,2024-08-20,418.81,STORE_12
PROD_063,2024-08-13,109.99,STORE_16
PROD_069,2024-05-15,278.24,STORE_19
PROD_059,2024-02-26,33.29,STORE_13
PROD_067,2024-01-05,240.06,STORE_09
PROD_037,2024-02-06,381.25,STORE_01
PROD_057,2024-10-21,219.75,STORE_01
PROD_087,2024-01-17,277.45,STORE_02
PROD_027,2024-01-14,411.82,STORE_10
PROD_086,2024-08-17,135.19,STORE_18
PROD_087,2024-12-04,76.62,STORE_10
PROD_048,2024-01-25,276.06,STORE_09
PROD_032,2024-09-11,349.24,STORE_15
PROD_059,2024-11-10,169.49,STORE_07
PROD_067,2024-11-13,193.39,STORE_09
PROD_089,2024-12-30,56.2,STORE_11
PROD_049,2024-03-16,62.85,STORE_17
PROD_072,2024-12-08,44.73,STORE_15
PROD_036,2024-04-08,127.64,STORE_18
PROD_087,2024-11-08,266.74,STORE_19
PROD_014,2024-07-09,124.63,STORE_15
PROD_085,2024-09-06,118.69,STORE_18
PROD_079,2024-08-20,282.38,STORE_12
PROD_027,2024-12-02,130.93,STORE_14
PROD_068,2024-05-26,413.92,STORE_19
PROD_046,2024-03-22,441.08,STORE_08
PROD_061,2024-08-25,229.19,STORE_19
PROD_048,2024-09-09,279.84,STORE_18
PROD_080,2024-04-19,386.25,STORE_08
PROD_059,2024-10-18,218.06,STORE_17
PROD_070,2024-06-06,242.93,STORE_03
PROD_077,2024-05-19,401.56,STORE_01
PROD_029,2024-02-16,145.44,STORE_20
PROD_057,2024-03-09,278.05,STORE_16
PROD_013,2024-01-12,492.32,STORE_01
PROD_096,2024-10-07,360.76,STORE_11
PROD_081,2024-02-23,299.22,STORE_10
PROD_045,2024-10-07,419.94,STORE_09
PROD_007,2024-12-29,492.03,STORE_07
PROD_053,2024-08-30,63.41,STORE_04
PROD_032,2024-01-26,109.11,STORE_14
PROD_100,2024-10-08,90.95,STORE_17
PROD_070,2024-05-31,203.53,STORE_04
PROD_088,2024-02-06,439.04,STORE_11
PROD_021,2024-01-01,351.95,STORE_03
PROD_033,2024-07-18,193.1,STORE_07
PROD_059,2024-06-18,27.54,STORE_10
PROD_010,2024-08-14,389.41,STORE_10
PROD_005,2024-04-03,52.92,STORE_16
PROD_053,2024-08-05,226.66,STORE_10
PROD_070,2024-01-07,24.37,STORE_14
PROD_013,2024-09-02,454.41,STORE_06
PROD_017,2024-11-23,249.14,STORE_20
PROD_051,2024-04-25,491.37,STORE_07
PROD_004,2024-08-31,336.48,STORE_02
PROD_059,2024-06-27,468.0,STORE_04
PROD_029,2024-12-30,148.1,STORE_06
PROD_097,2024-04-27,303.4,STORE_12
PROD_014,2024-08-22,16.89,STORE_12
PROD_097,2024-09-02,106.95,STORE_18
PROD_093,2024-12-17,321.01,STORE_08
PROD_029,2024-09-17,381.03,STORE_07
PROD_002,2024-02-17,115.33,STORE_11
PROD_062,2024-07-12,126.98,STORE_08
PROD_061,2024-10-30,181.57,STORE_17
PROD_052,2024-04-30,261.77,STORE_20
PROD_034,2024-01-07,150.9,STORE_19
PROD_093,2024-12-17,494.03,STORE_11
PROD_003,2024-02-29,28.48,STORE_17
PROD_043,2024-11-16,320.49,STORE_17
PROD_041,2024-09-26,326.64,STORE_10
PROD_019,2024-04-03,427.2,STORE_20
PROD_049,2024-10-05,484.41,STORE_11
PROD_080,2024-03-12,294.51,STORE_19
PROD_037,2024-01-03,133.28,STORE_05
PROD_025,2024-03-02,458.11,STORE_19
PROD_049,2024-01-22,464.29,STORE_17
PROD_071,2024-01-19,111.33,STORE_10
PROD_063,2024-02-03,35.41,STORE_05
PROD_005,2024-09-22,454.04,STORE_04
PROD_059,2024-03-30,34.43,STORE_01
PROD_047,2024-07-13,161.26,STORE_13
PROD_086,2024-08-15,235.33,STORE_03
PROD_020,2024-02-10,348.23,STORE_16
PROD_049,2024-07-16,183.82,STORE_04
PROD_012,2024-01-06,90.55,STORE_11
PROD_046,2024-10-27,355.63,STORE_02
PROD_028,2024-05-21,404.68,STORE_05
PROD_027,2024-06-02,10.16,STORE_01
PROD_039,2024-02-15,46.19,STORE_15
PROD_071,2024-09-12,490.58,STORE_02
PROD_054,2024-12-01,475.6,STORE_20
PROD_061,2024-04-04,455.9,STORE_03
PROD_072,2024-03-07,284.92,STORE_09
PROD_078,2024-02-12,379.99,STORE_04
PROD_021,2024-06-20,475.32,STORE_10
PROD_023,2024-02-20,156.67,STORE_11
PROD_076,2024-02-20,272.11,STORE_03
PROD_030,2024-09-24,363.47,STORE_11
PROD_080,2024-10-12,49.38,STORE_14
PROD_038,2024-02-29,267.8,STORE_02
PROD_070,2024-03-16,383.42,STORE_11
PROD_042,2024-03-21,218.65,STORE_19
PROD_054,2024-05-19,58.28,STORE_14
PROD_017,2024-09-01,219.35,STORE_16
PROD_082,2024-02-02,103.92,STORE_20
PROD_083,2024-11-05,248.14,STORE_06
PROD_065,2024-01-24,287.23,STORE_14
PROD_055,2024-03-26,94.0,STORE_20
PROD_064,2024-04-25,117.67,STORE_12
PROD_025,2024-01-17,154.4,STORE_09
PROD_060,2024-10-14,122.6,STORE_01
PROD_062,2024-10-26,317.71,STORE_07
PROD_092,2024-10-15,484.21,STORE_04
PROD_097,2024-01-13,425.48,STORE_07
PROD_078,2024-08-31,261.29,STORE_14
PROD_092,2024-06-05,327.94,STORE_17
PROD_079,2024-12-22,28.71,STORE_02
PROD_054,2024-10-13,169.53,STORE_20
PROD_036,2024-03-24,498.91,STORE_05
PROD_005,2024-05-27,431.36,STORE_09
PROD_006,2024-06-13,236.95,STORE_06
PROD_018,2024-07-21,378.78,STORE_14
PROD_042,2024-09-30,408.24,STORE_11
PROD_041,2024-09-27,81.15,STORE_06
PROD_042,2024-03-15,332.25,STORE_20
PROD_022,2024-05-31,103.66,STORE_20
PROD_098,2024-04-17,91.89,STORE_02
PROD_062,2024-11-13,234.96,STORE_14
PROD_046,2024-10-21,414.48,STORE_15
PROD_026,2024-08-19,77.27,STORE_03
PROD_094,2024-02-18,75.94,STORE_20
PROD_019,2024-05-03,306.54,STORE_17
PROD_081,2024-02-29,48.91,STORE_20
PROD_099,2024-02-07,175.74,STORE_14
PROD_032,2024-01-16,463.93,STORE_01
PROD_082,2024-01-18,394.08,STORE_15
PROD_076,2024-11-18,334.63,STORE_17
PROD_011,2024-12-02,268.1,STORE_10
PROD_002,2024-06-20,443.91,STORE_05
PROD_024,2024-08-09,23.13,STORE_01
PROD_008,2024-08-31,119.28,STORE_06
PROD_051,2024-02-24,96.97,STORE_01
PROD_062,2024-12-12,164.4,STORE_09
PROD_010,2024-02-05,476.27,STORE_10
PROD_020,2024-08-18,407.64,STORE_04
PROD_094,2024-01-19,284.18,STORE_10
PROD_090,2024-02-07,451.3,STORE_05
PROD_100,2024-12-07,80.12,STORE_18
PROD_018,2024-05-01,235.76,STORE_09
PROD_062,2024-03-12,357.66,STORE_19
PROD_069,2024-12-10,183.19,STORE_17
PROD_063,2024-03-15,260.69,STORE_18
PROD_042,2024-11-30,254.3,STORE_05
PROD_076,2024-09-11,417.78,STORE_13
PROD_096,2024-05-26,444.03,STORE_04
PROD_083,2024-12-04,170.1,STORE_12
PROD_003,2024-04-29,31.8,STORE_04
PROD_013,2024-07-29,379.26,STORE_11
PROD_097,2024-08-30,221.79,STORE_14
PROD_082,2024-10-02,199.13,STORE_05
PROD_014,2024-08-22,64.46,STORE_02
PROD_066,2024-01-26,212.58,STORE_01
PROD_006,2024-07-12,11.83,STORE_01
PROD_086,2024-01-24,216.99,STORE_11
PROD_013,2024-02-05,427.35,STORE_18
PROD_080,2024-09-27,128.21,STORE_10
PROD_044,2024-02-10,18.71,STORE_03
PROD_070,2024-09-01,433.2,STORE_12
PROD_082,2024-11-27,205.04,STORE_04
PROD_002,2024-08-20,424.5,STORE_20
PROD_081,2024-05-28,311.14,STORE_16
PROD_096,2024-06-15,353.96,STORE_06
PROD_003,2024-03-09,438.93,STORE_07
PROD_064,2024-08-03,10.11,STORE_04
PROD_043,2024-06-11,471.68,STORE_07
PROD_060,2024-04-11,21.01,STORE_09
PROD_055,2024-03-20,75.88,STORE_20
PROD_040,2024-07-22,236.77,STORE_18
PROD_064,2024-03-13,14.38,STORE_02
PROD_088,2024-08-22,483.19,STORE_03
PROD_093,2024-02-06,447.87,STORE_16
PROD_097,2024-10-17,18.94,STORE_09
PROD_055,2024-09-30,197.63,STORE_20
PROD_044,2024-08-09,198.07,STORE_03
PROD_081,2024-10-27,265.65,STORE_20
PROD_068,2024-12-16,241.14,STORE_19
PROD_077,2024-05-23,120.23,STORE_08
PROD_059,2024-12-24,178.83,STORE_01
PROD_039,2024-10-19,457.4,STORE_06
PROD_067,2024-05-12,71.95,STORE_10
PROD_047,2024-01-09,28.27,STORE_07
PROD_057,2024-10-24,124.48,STORE_04
PROD_077,2024-01-03,150.13,STORE_19
PROD_067,2024-09-02,357.18,STORE_04
PROD_088,2024-09-12,160.38,STORE_12
PROD_002,2024-08-09,167.96,STORE_17
PROD_063,2024-05-27,203.77,STORE_03
PROD_056,2024-07-02,253.2,STORE_01
PROD_027,2024-04-24,364.11,STORE_02
PROD_059,2024-06-18,302.31,STORE_01
PROD_028,2024-08-02,481.06,STORE_05
PROD_050,2024-09-27,72.61,STORE_02
PROD_012,2024-01-15,308.16,STORE_01
PROD_099,2024-08-13,137.9,STORE_20
PROD_100,2024-03-12,215.77,STORE_12
PROD_059,2024-05-26,421.88,STORE_16
PROD_062,2024-05-12,346.23,STORE_11
PROD_048,2024-06-19,46.31,STORE_20
PROD_030,2024-02-20,252.68,STORE_17
PROD_014,2024-01-26,444.65,STORE_20
PROD_037,2024-05-27,157.35,STORE_09
PROD_081,2024-12-25,223.89,STORE_13
PROD_051,2024-07-24,346.21,STORE_20
PROD_084,2024-02-13,309.15,STORE_04
PROD_066,2024-12-09,380.49,STORE_14
PROD_032,2024-08-27,350.5,STORE_09
PROD_083,2024-05-27,496.55,STORE_16
PROD_098,2024-06-28,217.66,STORE_15
PROD_074,2024-03-30,295.52,STORE_05
PROD_040,2024-12-28,457.43,STORE_02
PROD_058,2024-05-03,117.1,STORE_02
PROD_049,2024-04-06,306.58,STORE_18
PROD_058,2024-07-22,440.74,STORE_01
PROD_029,2024-06-01,88.32,STORE_01
PROD_050,2024-10-08,419.25,STORE_15
PROD_089,2024-04-07,466.13,STORE_04
PROD_023,2024-08-05,206.28,STORE_10
PROD_027,2024-10-29,229.73,STORE_07
PROD_073,2024-02-19,407.6,STORE_19
PROD_092,2024-04-12,342.59,STORE_20
PROD_047,2024-10-15,365.95,STORE_01
PROD_068,2024-10-03,185.87,STORE_01
PROD_069,2024-12-28,152.52,STORE_18
PROD_073,2024-02-09,67.36,STORE_03
PROD_058,2024-05-14,172.89,STORE_20
PROD_041,2024-10-02,474.51,STORE_14
PROD_066,2024-02-28,107.73,STORE_17
PROD_049,2024-11-02,40.82,STORE_09
PROD_028,2024-03-22,115.19,STORE_07
PROD_015,2024-09-30,161.88,STORE_02
PROD_020,2024-12-24,95.58,STORE_07
PROD_070,2024-02-16,316.7,STORE_05
PROD_087,2024-03-28,498.02,STORE_14
PROD_042,2024-10-23,87.17,STORE_03
PROD_067,2024-01-25,420.14,STORE_19
PROD_056,2024-03-23,370.64,STORE_10
PROD_059,2024-05-11,106.05,STORE_04
PROD_085,2024-06-20,479.58,STORE_15
PROD_022,2024-05-01,160.64,STORE_20
PROD_021,2024-03-31,290.84,STORE_19
PROD_046,2024-02-11,207.14,STORE_04
PROD_077,2024-10-05,477.69,STORE_02
PROD_080,2024-08-28,222.67,STORE_14
PROD_027,2024-01-07,14.19,STORE_16
PROD_089,2024-03-14,11.12,STORE_17
PROD_025,2024-02-10,346.17,STORE_04
PROD_084,2024-04-06,457.11,STORE_05
PROD_035,2024-03-09,138.63,STORE_07
PROD_064,2024-12-06,342.87,STORE_07
PROD_007,2024-03-30,342.91,STORE_04
PROD_084,2024-03-13,240.54,STORE_09
PROD_026,2024-11-30,63.42,STORE_02
PROD_059,2024-01-28,96.65,STORE_03
PROD_047,2024-07-11,340.04,STORE_15
PROD_011,2024-09-29,350.06,STORE_09
PROD_073,2024-10-11,195.49,STORE_16
PROD_092,2024-12-20,360.82,STORE_18
PROD_017,2024-11-21,495.35,STORE_01
PROD_018,2024-07-29,495.63,STORE_19
PROD_077,2024-03-09,122.53,STORE_08
PROD_011,2024-02-01,205.14,STORE_04
PROD_096,2024-01-15,368.71,STORE_05
PROD_024,2024-07-12,306.17,STORE_05
PROD_032,2024-09-22,70.33,STORE_08
PROD_011,2024-03-26,171.22,STORE_04
PROD_006,2024-11-09,207.11,STORE_01
PROD_051,2024-03-03,411.47,STORE_18
PROD_043,2024-10-29,250.22,STORE_05
PROD_037,2024-12-14,324.52,STORE_04
PROD_091,2024-11-11,29.22,STORE_01
PROD_088,2024-12-17,473.87,STORE_03
PROD_072,2024-11-24,188.96,STORE_14
PROD_001,2024-04-12,327.05,STORE_15
PROD_056,2024-08-16,63.72,STORE_16
PROD_098,2024-12-04,384.96,STORE_14
PROD_084,2024-12-27,482.16,STORE_09
PROD_001,2024-06-11,179.38,STORE_04
PROD_005,2024-05-13,80.38,STORE_17
PROD_071,2024-07-14,401.76,STORE_05
PROD_067,2024-10-29,136.58,STORE_07
PROD_049,2024-12-28,308.95,STORE_16
PROD_009,2024-05-31,110.9,STORE_01
PROD_075,2024-06-28,46.98,STORE_10
PROD_060,2024-01-29,384.28,STORE_16
PROD_022,2024-10-01,223.92,STORE_09
PROD_056,2024-11-25,214.88,STORE_13
PROD_069,2024-07-23,239.25,STORE_10
PROD_085,2024-02-14,370.91,STORE_05
PROD_052,2024-01-01,195.3,STORE_08
PROD_026,2024-02-15,297.07,STORE_02
PROD_060,2024-09-15,43.46,STORE_12
PROD_066,2024-05-29,377.94,STORE_03
PROD_051,2024-04-14,454.94,STORE_20
PROD_006,2024-08-17,130.64,STORE_18
PROD_067,2024-07-28,112.16,STORE_12
PROD_052,2024-05-04,298.52,STORE_02
PROD_002,2024-12-19,365.7,STORE_07
PROD_069,2024-03-25,117.66,STORE_13
PROD_096,2024-02-06,312.42,STORE_11
PROD_029,2024-02-27,171.75,STORE_18
PROD_087,2024-12-15,32.47,STORE_15
PROD_043,2024-04-11,316.08,STORE_09
PROD_067,2024-08-23,41.44,STORE_13
PROD_051,2024-11-19,310.18,STORE_09
PROD_013,2024-12-06,376.31,STORE_14
PROD_032,2024-12-16,65.01,STORE_03
PROD_054,2024-10-30,248.97,STORE_07
PROD_079,2024-05-06,476.98,STORE_02
PROD_048,2024-06-21,21.34,STORE_14
PROD_060,2024-09-18,185.21,STORE_11
PROD_068,2024-03-18,307.5,STORE_06
PROD_041,2024-09-26,205.92,STORE_13
PROD_043,2024-06-26,399.47,STORE_05
PROD_095,2024-02-21,76.55,STORE_19
PROD_092,2024-06-26,113.6,STORE_10
PROD_052,2024-02-23,361.37,STORE_03
PROD_063,2024-01-16,461.21,STORE_13
PROD_018,2024-04-24,387.63,STORE_09
PROD_013,2024-07-29,345.88,STORE_04
PROD_070,2024-03-14,418.4,STORE_18
PROD_054,2024-05-26,228.08,STORE_08
PROD_014,2024-09-17,337.8,STORE_13
PROD_060,2024-06-27,248.29,STORE_16
PROD_021,2024-05-17,417.97,STORE_05
PROD_100,2024-01-09,70.62,STORE_15
PROD_035,2024-02-14,204.63,STORE_07
PROD_023,2024-10-08,184.93,STORE_18
PROD_003,2024-02-01,147.88,STORE_10
PROD_054,2024-10-22,408.28,STORE_12
PROD_003,2024-03-18,314.6,STORE_09
PROD_072,2024-01-12,444.37,STORE_16
PROD_005,2024-02-23,375.1,STORE_01
PROD_070,2024-11-23,11.24,STORE_10
PROD_020,2024-07-01,34.9,STORE_18
PROD_045,2024-07-09,129.09,STORE_19
PROD_088,2024-05-01,321.6,STORE_14
PROD_019,2024-07-20,18.42,STORE_05
PROD_084,2024-06-28,284.19,STORE_02
PROD_057,2024-03-18,128.86,STORE_17
PROD_008,2024-03-02,59.68,STORE_17
PROD_081,2024-08-24,242.92,STORE_05
PROD_080,2024-01-25,130.51,STORE_12
PROD_068,2024-02-17,357.27,STORE_09
PROD_066,2024-01-08,343.75,STORE_13
PROD_026,2024-06-01,315.82,STORE_06
PROD_095,2024-04-16,142.88,STORE_17
PROD_051,2024-01-15,460.47,STORE_12
PROD_018,2024-08-31,276.99,STORE_13
PROD_086,2024-11-28,317.17,STORE_04
PROD_012,2024-02-09,98.3,STORE_05
PROD_097,2024-04-08,135.49,STORE_15
PROD_094,2024-08-05,269.11,STORE_06
PROD_070,2024-03-15,14.81,STORE_06
PROD_089,2024-09-17,322.25,STORE_06
PROD_022,2024-02-14,159.34,STORE_09
PROD_003,2024-04-29,306.48,STORE_08
PROD_009,2024-01-15,396.99,STORE_02
PROD_031,2024-03-06,152.4,STORE_14
PROD_034,2024-07-22,97.0,STORE_16
PROD_024,2024-03-19,190.62,STORE_20
PROD_017,2024-05-12,160.27,STORE_15
PROD_058,2024-09-24,290.69,STORE_14
PROD_036,2024-09-19,382.89,STORE_10
PROD_082,2024-12-05,111.33,STORE_19
PROD_085,2024-05-23,497.57,STORE_18
PROD_060,2024-11-09,440.38,STORE_08
PROD_074,2024-06-26,243.96,STORE_12
PROD_013,2024-12-20,307.41,STORE_12
PROD_014,2024-04-02,98.64,STORE_01
PROD_047,2024-01-19,259.59,STORE_08
PROD_026,2024-07-08,266.75,STORE_03
PROD_058,2024-02-29,343.86,STORE_02
PROD_038,2024-06-09,498.39,STORE_03
PROD_084,2024-10-29,280.34,STORE_01
PROD_012,2024-07-14,462.86,STORE_20
PROD_010,2024-01-13,342.37,STORE_01
PROD_050,2024-06-19,461.4,STORE_14
PROD_009,2024-10-30,60.63,STORE_05
PROD_052,2024-09-26,118.11,STORE_03
PROD_055,2024-03-01,26.21,STORE_10
PROD_034,2024-08-18,291.21,STORE_15
PROD_069,2024-02-22,332.97,STORE_02
PROD_094,2024-12-01,30.37,STORE_11
PROD_038,2024-07-22,247.72,STORE_07
PROD_003,2024-11-21,479.0,STORE_11
PROD_095,2024-02-27,189.5,STORE_14
PROD_075,2024-03-03,249.93,STORE_06
PROD_073,2024-01-18,275.33,STORE_19
PROD_091,2024-03-13,405.36,STORE_15
PROD_053,2024-02-26,448.61,STORE_04
PROD_046,2024-09-27,184.08,STORE_18
PROD_014,2024-05-28,272.51,STORE_07
PROD_015,2024-03-14,183.78,STORE_14
PROD_070,2024-05-23,256.54,STORE_04
PROD_027,2024-07-13,310.34,STORE_20
PROD_097,2024-02-28,207.26,STORE_15
PROD_046,2024-07-03,367.71,STORE_05
PROD_090,2024-04-15,354.97,STORE_17
PROD_053,2024-10-25,103.16,STORE_06
PROD_049,2024-08-05,163.95,STORE_14
PROD_046,2024-12-07,59.5,STORE_07
PROD_038,2024-10-27,290.05,STORE_11
PROD_001,2024-07-20,98.62,STORE_18
PROD_058,2024-06-13,261.39,STORE_04
PROD_002,2024-02-18,49.08,STORE_12
PROD_064,2024-07-10,13.96,STORE_03
PROD_098,2024-03-12,353.42,STORE_09
PROD_088,2024-09-05,345.8,STORE_12
PROD_056,2024-06-20,157.48,STORE_11
PROD_079,2024-06-15,441.99,STORE_01
PROD_048,2024-10-20,107.42,STORE_08
PROD_068,2024-06-14,103.04,STORE_03
PROD_023,2024-01-11,90.6,STORE_14
PROD_086,2024-04-22,300.86,STORE_20
PROD_034,2024-08-15,357.02,STORE_05
PROD_079,2024-03-12,73.57,STORE_01
PROD_064,2024-05-27,204.17,STORE_12
PROD_087,2024-05-13,175.57,STORE_16
PROD_080,2024-08-24,238.45,STORE_18
PROD_080,2024-10-03,256.51,STORE_02
PROD_039,2024-06-12,171.94,STORE_10
PROD_045,2024-10-03,341.71,STORE_20
PROD_024,2024-07-29,187.04,STORE_11
PROD_004,2024-01-16,499.98,STORE_03
PROD_070,2024-12-25,402.3,STORE_17
PROD_075,2024-12-05,401.04,STORE_19
PROD_016,2024-06-17,396.55,STORE_01
PROD_070,2024-10-17,101.4,STORE_18
PROD_085,2024-02-05,100.14,STORE_19
PROD_009,2024-05-16,252.73,STORE_02
PROD_039,2024-06-12,84.48,STORE_17
PROD_005,2024-01-08,398.09,STORE_03
PROD_092,2024-08-16,159.49,STORE_08
PROD_037,2024-11-28,285.55,STORE_08
PROD_053,2024-06-04,290.12,STORE_12
PROD_049,2024-03-15,265.96,STORE_19
PROD_006,2024-11-03,477.48,STORE_20
PROD_053,2024-02-17,53.4,STORE_15
PROD_085,2024-11-19,36.56,STORE_09
PROD_046,2024-04-15,237.53,STORE_16
PROD_058,2024-01-21,421.64,STORE_02
PROD_097,2024-12-18,372.13,STORE_17
PROD_035,2024-08-27,10.79,STORE_04
PROD_018,2024-10-31,459.85,STORE_14
PROD_051,2024-10-26,432.61,STORE_20
PROD_002,2024-10-16,14.62,STORE_16
PROD_033,2024-07-02,105.2,STORE_15
PROD_035,2024-09-16,498.93,STORE_20
PROD_002,2024-08-03,425.84,STORE_13
PROD_085,2024-08-15,107.4,STORE_11
PROD_030,2024-04-16,260.22,STORE_01
PROD_031,2024-01-27,159.92,STORE_01
PROD_011,2024-09-09,496.84,STORE_19
PROD_087,2024-08-05,452.31,STORE_12
PROD_061,2024-10-19,98.64,STORE_07
PROD_049,2024-05-31,254.19,STORE_02
PROD_059,2024-04-21,151.77,STORE_09
PROD_030,2024-03-07,359.94,STORE_14
PROD_022,2024-10-12,273.21,STORE_16
PROD_018,2024-03-20,271.43,STORE_16
PROD_007,2024-10-17,338.21,STORE_05
PROD_048,2024-11-20,302.54,STORE_17
PROD_040,2024-04-17,139.91,STORE_06
PROD_012,2024-02-09,478.46,STORE_04
PROD_034,2024-04-03,495.55,STORE_08
PROD_016,2024-05-07,377.98,STORE_15
PROD_048,2024-05-12,116.49,STORE_17
PROD_016,2024-09-18,490.19,STORE_01
PROD_053,2024-10-13,318.01,STORE_13
PROD_017,2024-10-26,187.56,STORE_17
PROD_023,2024-10-19,57.73,STORE_18
PROD_096,2024-04-26,186.08,STORE_03
PROD_055,2024-12-07,223.73,STORE_07
PROD_093,2024-01-09,219.09,STORE_19
PROD_033,2024-05-08,10.88,STORE_10
PROD_054,2024-02-21,391.61,STORE_18
PROD_097,2024-11-05,145.54,STORE_03
PROD_030,2024-01-05,426.52,STORE_04
PROD_087,2024-05-29,99.25,STORE_03
